series,x_log10_gbar,y_log10_gobs,n_points,residual_vs_official
official_all,-10.99,-10.29,,
official_all,-11.02,-10.33,,
official_all,-11.06,-10.36,,
official_all,-11.14,-10.38,,
official_all,-10.45,-10.26,,
official_all,-10.48,-10.19,,
official_all,-10.55,-10.11,,
official_all,-10.6,-10.11,,
official_all,-10.62,-10.05,,
official_all,-10.61,-10.05,,
official_all,-10.58,-10.04,,
official_all,-10.54,-10.07,,
official_all,-10.56,-10.09,,
official_all,-10.61,-10.13,,
official_all,-10.68,-10.17,,
official_all,-10.74,-10.21,,
official_all,-11.39,-10.76,,
official_all,-11.38,-10.74,,
official_all,-11.39,-10.8,,
official_all,-11.43,-10.85,,
official_all,-11.5,-10.92,,
official_all,-11.6,-10.97,,
official_all,-11.72,-10.99,,
official_all,-10.79,-10.66,,
official_all,-10.87,-10.65,,
official_all,-10.97,-10.59,,
official_all,-11.0,-10.52,,
official_all,-11.06,-10.45,,
official_all,-11.12,-10.5,,
official_all,-11.18,-10.53,,
official_all,-11.23,-10.58,,
official_all,-10.99,-10.76,,
official_all,-10.97,-10.76,,
official_all,-10.98,-10.79,,
official_all,-11.02,-10.81,,
official_all,-11.06,-10.81,,
official_all,-11.09,-10.82,,
official_all,-11.13,-10.81,,
official_all,-11.17,-10.8,,
official_all,-11.2,-10.79,,
official_all,-11.24,-10.8,,
official_all,-11.26,-10.81,,
official_all,-11.29,-10.8,,
official_all,-11.3,-10.8,,
official_all,-11.32,-10.81,,
official_all,-11.33,-10.82,,
official_all,-11.34,-10.83,,
official_all,-11.35,-10.85,,
official_all,-11.37,-10.85,,
official_all,-11.4,-10.86,,
official_all,-11.43,-10.85,,
official_all,-11.47,-10.88,,
official_all,-11.51,-10.9,,
official_all,-11.56,-10.92,,
official_all,-11.6,-10.93,,
official_all,-11.64,-10.96,,
official_all,-11.68,-10.98,,
official_all,-11.28,-10.82,,
official_all,-11.35,-10.74,,
official_all,-11.4,-10.71,,
official_all,-11.45,-10.72,,
official_all,-11.48,-10.71,,
official_all,-11.49,-10.73,,
official_all,-11.54,-10.75,,
official_all,-11.62,-10.79,,
official_all,-11.69,-10.82,,
official_all,-11.77,-10.87,,
official_all,-11.84,-10.95,,
official_all,-11.05,-10.43,,
official_all,-11.05,-10.47,,
official_all,-11.08,-10.51,,
official_all,-10.93,-10.79,,
official_all,-10.98,-10.76,,
official_all,-11.07,-10.76,,
official_all,-11.14,-10.74,,
official_all,-11.22,-10.73,,
official_all,-11.3,-10.73,,
official_all,-11.37,-10.72,,
official_all,-11.44,-10.71,,
official_all,-11.51,-10.71,,
official_all,-11.58,-10.72,,
official_all,-11.64,-10.72,,
official_all,-11.71,-10.75,,
official_all,-11.77,-10.8,,
official_all,-11.82,-10.83,,
official_all,-11.68,-11.14,,
official_all,-11.76,-11.08,,
official_all,-11.87,-11.12,,
official_all,-11.98,-11.14,,
official_all,-12.08,-11.18,,
official_all,-11.35,-10.72,,
official_all,-11.37,-11.21,,
official_all,-11.54,-11.14,,
official_bins,-11.69,-10.75,75,
official_bins,-11.48,-10.7,191,
official_bins,-11.26,-10.57,308,
official_bins,-11.05,-10.43,323,
official_bins,-10.84,-10.31,283,
official_bins,-10.62,-10.17,229,
official_bins,-10.41,-10.03,242,
official_bins,-10.19,-9.9,229,
official_bins,-9.98,-9.76,204,
official_bins,-9.76,-9.6,177,
official_bins,-9.55,-9.44,137,
official_bins,-9.34,-9.29,104,
official_bins,-9.12,-9.11,85,
official_bins,-8.91,-8.9,43,
c4_bins,-11.69,-10.700827605134512,,0.0491723948654883
mond_bins,-11.69,-10.518376487120086,,0.23162351287991356
c4_bins,-11.48,-10.667722336190856,,0.03227766380914332
mond_bins,-11.48,-10.413424264898346,,0.28657573510165335
c4_bins,-11.26,-10.56453080779575,,0.0054691922042504615
mond_bins,-11.26,-10.309224022940404,,0.26077597705959654
c4_bins,-11.05,-10.453284316558198,,-0.023284316558198626
mond_bins,-11.05,-10.191387896602022,,0.238612103397978
c4_bins,-10.84,-10.311038474576387,,-0.0010384745763865055
mond_bins,-10.84,-10.07839583809372,,0.2316041619062812
c4_bins,-10.62,-10.199283424277251,,-0.029283424277251058
mond_bins,-10.62,-9.955207520042375,,0.21479247995762485
c4_bins,-10.41,-10.117658574764782,,-0.08765857476478267
mond_bins,-10.41,-9.829413560054622,,0.2005864399453774
c4_bins,-10.19,-10.011144407128127,,-0.11114440712812623
mond_bins,-10.19,-9.711749887542398,,0.18825011245760237
c4_bins,-9.98,-9.854063721002262,,-0.09406372100226257
mond_bins,-9.98,-9.577890339385657,,0.18210966061434242
c4_bins,-9.76,-9.69509420138641,,-0.09509420138641111
mond_bins,-9.76,-9.451172710034307,,0.14882728996569305
c4_bins,-9.55,-9.53006051652865,,-0.09006051652865033
mond_bins,-9.55,-9.308740281427305,,0.1312597185726947
c4_bins,-9.34,-9.312622812823042,,-0.022622812823042793
mond_bins,-9.34,-9.151165713892052,,0.13883428610794724
c4_bins,-9.12,-9.153268700292651,,-0.04326870029265173
mond_bins,-9.12,-9.015255591319244,,0.0947444086807554
