galaxy,subset,class,radial_index,radius_m,radius_kpc,v_obs_kms,g_N,A_B,C_B,nu_B,S_Psi,alpha_B,S_rad,sin_alpha_B_S_rad
IC2574,external_151,low_mass_dwarf,9,1.0522160552885563e+20,3.41,34.8,3.2219174408219975e-12,0.1141766100961202,0.06285071816787224,0.15009521400847717,0.13883217341149717,0.7279093931696791,0.9137961952805946,0.607958031897292
IC2574,external_151,low_mass_dwarf,10,1.1417007051518058e+20,3.7,35.0,3.1526197538306223e-12,0.10953569191149941,0.057569586433829714,0.14316614857672397,0.1480691088743732,0.756401834831461,0.9238556683242123,0.6340503780134987
IC2574,external_151,low_mass_dwarf,11,1.228099677433564e+20,3.9799999999999995,39.0,3.0916376803747743e-12,0.10570301307895287,0.05482272950587287,0.13815412194695348,0.15664515550328273,0.78099484104462,0.9295927729817282,0.6544205925888208
IC2574,external_151,low_mass_dwarf,12,1.3144986497153224e+20,4.26,35.9,3.0306556069189258e-12,0.10187033424640633,0.05207587257791603,0.13314209531718296,0.164891548263353,0.803659481099059,0.9351607177579327,0.6732230114079465
IC2574,external_151,low_mass_dwarf,13,1.403983299578572e+20,4.55,40.0,2.9674956022682257e-12,0.09790077402698313,0.049230913616817876,0.1279510677363492,0.17280098118255166,0.8245165632608226,0.9407413127609842,0.6907107640343196
IC2574,external_151,low_mass_dwarf,14,1.4934679494418216e+20,4.84,38.7,2.9043355976175256e-12,0.09393121380755994,0.04638595465571972,0.12276004015551546,0.18012267081889638,0.8430910300912521,0.9461244417916795,0.7064736818766085
IC2574,external_151,low_mass_dwarf,15,1.57986692172358e+20,5.12,41.8,2.843353524161677e-12,0.09009853497501338,0.04363909772776288,0.11774801352574495,0.1870246752879507,0.8600006034373103,0.9511271216295442,0.7208049899584192
IC2574,external_151,low_mass_dwarf,16,1.6693515715868295e+20,5.409999999999999,42.9,2.780193519510977e-12,0.0861289747555902,0.040794138766664725,0.1125569859449112,0.1934016650087854,0.8751063979672474,0.9560991280666828,0.7339128757769897
IC2574,external_151,low_mass_dwarf,17,1.7526648662870963e+20,5.68,44.4,2.7203662109620534e-12,0.08305651649306257,0.03875998630426051,0.10854028447296225,0.19945704626942357,0.8889866643941018,0.959628248249785,0.745087560800417
IC2574,external_151,low_mass_dwarf,18,1.8421495161503462e+20,5.97,46.1,2.655351717414485e-12,0.08021675854308469,0.03702899425190783,0.10482884451687795,0.20542395573588423,0.9022070528913293,0.9626333951850858,0.7553754668052391
IC2574,external_151,low_mass_dwarf,19,1.9316341660135958e+20,6.26,49.0,2.590337223866917e-12,0.07737700059310681,0.03529800219955515,0.10111740456079366,0.21099882180194582,0.9141956820929146,0.9655376221069826,0.7647751851502498
IC2574,external_151,low_mass_dwarf,20,2.018033138295354e+20,6.54,51.9,2.527564609407196e-12,0.07463516533105921,0.03362669952831809,0.0975339452928502,0.21630250175933238,0.925298141397434,0.968244066805311,0.7734335150072751
IC2574,external_151,low_mass_dwarf,21,2.1075177881586038e+20,6.83,53.1,2.4625501158596275e-12,0.07179540738108135,0.031895707475965415,0.09382250533676591,0.22124973368875847,0.9353819750797686,0.9709441545495336,0.7814409479337319
IC2574,external_151,low_mass_dwarf,22,2.1908310828588705e+20,7.1,54.0,2.402019380487754e-12,0.06915149480696402,0.03028409418584396,0.0903670267569633,0.22595606385118783,0.944758767222107,0.9733621579454504,0.7887694850820908
IC2574,external_151,low_mass_dwarf,23,2.28031573272212e+20,7.39,55.9,2.3377864798071584e-12,0.06639017158419416,0.028619482769332703,0.08676100881804126,0.2305798983120671,0.9537518283390796,0.9757710658396479,0.7958312213685641
IC2574,external_151,low_mass_dwarf,24,2.3698003825853697e+20,7.68,58.8,2.280327383973659e-12,0.06430861599722708,0.02753017019678042,0.08406864836119218,0.23493194023177386,0.961985399636866,0.9773792970468452,0.8017722093532048
IC2574,external_151,low_mass_dwarf,25,2.456199354867128e+20,7.959999999999999,57.3,2.2248496362723492e-12,0.062298838189120916,0.026478420126729938,0.0814691279200965,0.2391026943784644,0.9697123863593458,0.9788837756932732,0.8073080535783062
IC2574,external_151,low_mass_dwarf,26,2.545684004730378e+20,8.25,54.0,2.1673905404388496e-12,0.06021728260215382,0.02538910755417765,0.0787767674632474,0.24302295992555173,0.9768207131298311,0.9803914665336,0.8124722139205734
IC2574,external_151,low_mass_dwarf,27,2.6289972994306448e+20,8.52,63.8,2.1138941408697294e-12,0.0582792825729086,0.02437491998662897,0.07627008703790514,0.24678018543164143,0.9835132394521214,0.981748536126889,0.8172557783023263
IC2574,external_151,low_mass_dwarf,28,2.7184819492938947e+20,8.81,60.5,2.0564350450362297e-12,0.0561977269859415,0.023285607414076682,0.07357772658105605,0.2504971628727677,0.990007127090293,0.9831555753184532,0.8219474466423012
IC2574,external_151,low_mass_dwarf,29,2.807966599157144e+20,9.1,61.0,1.9989759492027305e-12,0.054116171398974414,0.022196294841524404,0.07088536612420697,0.2539827356197259,0.9959872048894077,0.9845097968284133,0.8262952262748054
IC2574,external_151,low_mass_dwarf,30,2.8943655714389026e+20,9.38,66.0,1.9492194024509835e-12,0.05243680470766122,0.021365711415983365,0.06871495431485954,0.257330778189628,1.0016360322437161,0.985530987089561,0.8301657821104189
IC2574,external_151,low_mass_dwarf,31,2.983850221302152e+20,9.67,65.2,1.9009777970362246e-12,0.05088757814219392,0.02063272288180741,0.06671393554249376,0.2606089726053348,1.0070717898003527,0.9864219984096674,0.8337937278251327
IC2574,external_151,low_mass_dwarf,32,3.073334871165402e+20,9.96,67.1,1.8527361916214652e-12,0.049338351576726606,0.019899734347631454,0.06471291677012797,0.2636530536985262,1.0120364286498058,0.9872860281704281,0.8371328400174235
IC2574,external_151,low_mass_dwarf,33,3.1566481658656686e+20,10.23,67.5,1.8078215934766897e-12,0.04789596822267084,0.019217296746846944,0.06284989929240811,0.266481269819954,1.0165854891915724,0.9880660867683076,0.8401684218198201
IC4202,calibration_24,bulge_rich_hsb,0,2.3759717377483526e+19,0.77,35.1,6.623579242918612e-11,0.5749943376749007,0.46393923465513087,0.5048136207329915,0.11326351608189318,0.708535843643922,0.299219475662977,0.19470890879790198
IC4202,calibration_24,bulge_rich_hsb,1,4.906227354571274e+19,1.59,77.9,6.389433749877132e-11,0.5310080102018191,0.4302261596253638,0.481727919891201,0.19736999647566428,0.8757589528371668,0.32546579130551373,0.24996741603121192
IC4202,calibration_24,bulge_rich_hsb,2,7.282199092319626e+19,2.36,115.0,6.169565421045499e-11,0.48970377586734,0.3985687599022899,0.4600498837348855,0.262107326569328,0.9748899051238236,0.3529060789395955,0.29207922296663336
IC4202,calibration_24,bulge_rich_hsb,3,9.658170830067979e+19,3.13,156.0,5.949697092213867e-11,0.4483995415328609,0.366911360179216,0.43837184757856995,0.31635535329329834,1.0433258344054626,0.3833714756154377,0.3312647974944581
IC4202,calibration_24,bulge_rich_hsb,4,1.21884264468909e+20,3.9499999999999997,192.0,5.7155515991723867e-11,0.4044132140597792,0.333198285149449,0.4152861467367794,0.3611298767668406,1.092447765979678,0.41951124668365,0.37242375767205543
IC4202,calibration_24,bulge_rich_hsb,5,1.4595254960454168e+20,4.73,204.0,5.492827837498784e-11,0.3625725610975795,0.3011297503650364,0.3933265776433688,0.39734475745481473,1.1283955717153027,0.4577867215837893,0.4137139827369315
IC4202,calibration_24,bulge_rich_hsb,6,1.697122669820252e+20,5.5,209.0,5.268649367773326e-11,0.3224011909356946,0.26971715672455276,0.3717776535741526,0.4278052792031776,1.1567376382098602,0.49931391358335525,0.45711961216014885
IC4202,calibration_24,bulge_rich_hsb,7,1.934719843595087e+20,6.27,220.0,4.9419426834981766e-11,0.3091780212629842,0.2441279296925335,0.3533000053850455,0.45467838367130786,1.1820215578005777,0.5369116018221655,0.4968441354928164
IC4202,calibration_24,bulge_rich_hsb,8,2.184659727695888e+20,7.08,231.0,4.598264223416525e-11,0.2952679336851979,0.21720939216534432,0.3338624793679329,0.4779922834094532,1.2034612080471447,0.5796494372832008,0.5409796878957092
IC4202,calibration_24,bulge_rich_hsb,9,2.4253425790522147e+20,7.86,235.0,4.2673145951897496e-11,0.28187303453621854,0.19128783750953257,0.31514486172182443,0.4981186708860723,1.221489605957222,0.6238950074603888,0.5862181195922759
IC4202,calibration_24,bulge_rich_hsb,10,2.672196785571524e+20,8.66,245.0,3.927879079059724e-11,0.26813467643470124,0.16470162760613588,0.2959473051617132,0.5157624482176736,1.2373696385640083,0.6723005323731398,0.6352745197361404
IC4202,calibration_24,bulge_rich_hsb,11,2.9159653145093417e+20,9.45,246.0,3.5926865068813244e-11,0.2545680478094529,0.13844774532653173,0.2769897180586034,0.5310939803661189,1.2512957289981932,0.7228117855545027,0.6862320121773602
IC4202,calibration_24,bulge_rich_hsb,12,3.15973384344716e+20,10.24,239.0,3.257493934702924e-11,0.2410014191842046,0.1121938630469275,0.25803213095549354,0.5444451846405232,1.2637492961752912,0.7754966535657519,0.7392268652336661
IC4202,calibration_24,bulge_rich_hsb,13,3.4004166948034865e+20,11.02,240.0,2.943608267362363e-11,0.22745695934868115,0.08823305037003354,0.2397662005197046,0.5560415834932935,1.2744243417320664,0.8253868986298334,0.78940197049912
IC4202,calibration_24,bulge_rich_hsb,14,3.638013868578322e+20,11.790000000000001,240.0,2.776887268183614e-11,0.2128315613738904,0.08102704930097743,0.22552341247087299,0.5657678125297742,1.279645880046054,0.8454979587421105,0.8099145587905334
IC4202,calibration_24,bulge_rich_hsb,15,3.847839944119735e+20,12.47,246.0,2.6296531390387454e-11,0.19991562550004924,0.07466330809713566,0.2129453658822944,0.5751621393901718,1.28452492250846,0.8628186845843862,0.8277049083468877
IC4202,calibration_24,bulge_rich_hsb,16,4.116293893709484e+20,13.34,241.0,2.4412800620445747e-11,0.18339082519087008,0.06652146273339692,0.19685286509984828,0.5839657025784352,1.2892300633329468,0.8842128527733487,0.8493938008299039
IC4202,calibration_24,bulge_rich_hsb,17,4.3538910674843186e+20,14.11,250.0,2.2745590628658267e-11,0.16876542721607937,0.05931546166434082,0.1826100770510167,0.5899732420976682,1.29256795015624,0.9022697414394104,0.8675716303643045
IC4202,calibration_24,bulge_rich_hsb,18,4.502003591395905e+20,14.59,242.0,2.170629089351801e-11,0.159648296011015,0.05482340904986426,0.1737314559296671,0.5938566216330792,1.2946909853512776,0.9130372997221897,0.8784555168279892
IC4202,calibration_24,bulge_rich_hsb,19,4.6223450170740684e+20,14.980000000000002,244.0,2.0861859858716557e-11,0.15224062690690016,0.05117361630060206,0.16651757626857053,0.59871366927126,1.2971173152926276,0.921478032049551,0.8871834469601358
IC4202,calibration_24,bulge_rich_hsb,20,4.859942190848903e+20,15.75,248.0,1.9194649866929073e-11,0.13761522893210948,0.04396761523154596,0.15227478821973894,0.6044563941309408,1.300265366291001,0.9372496433580775,0.9031610646657504
IC4202,calibration_24,bulge_rich_hsb,21,5.0975393646237385e+20,16.52,249.0,1.7635804789762136e-11,0.12406385491806221,0.037452700202137555,0.13898978449244812,0.6089343645700657,1.3027763063717552,0.9505202616260723,0.9165839599828595
IC4202,calibration_24,bulge_rich_hsb,22,5.276508664350238e+20,17.1,246.0,1.6935252617173715e-11,0.11855068475640415,0.0355659697292185,0.13316919511214614,0.6131614654895545,1.3045739742463807,0.9547788880857102,0.921143588449614
IC4202,calibration_24,bulge_rich_hsb,23,5.517191515706564e+20,17.88,241.0,1.5993130729899638e-11,0.11113642143555372,0.03302864254149978,0.12534150594553317,0.6175955081824299,1.3064699136475908,0.9602471157190128,0.9268964856133973
IC4202,calibration_24,bulge_rich_hsb,24,5.754788689481399e+20,18.65,247.0,1.5063087328359845e-11,0.1038172127726629,0.030523845189521042,0.11761417176823577,0.6221575907300574,1.308397272558852,0.9653438025214865,0.9323005161818877
IC4202,calibration_24,bulge_rich_hsb,25,6.054099414886062e+20,19.62,234.0,1.3891474212134385e-11,0.09459691095057961,0.027368451122742617,0.1078797378046273,0.6271519821482462,1.3105087290601731,0.9713217134789097,0.938603715198613
IC4202,calibration_24,bulge_rich_hsb,26,6.412038014339061e+20,20.78,249.0,1.249036986695755e-11,0.08357057062726353,0.023594990176904508,0.0962385590440234,0.6322618991986947,1.3126780947714252,0.9777967023523053,0.9454042852504089
IC4202,calibration_24,bulge_rich_hsb,27,6.828604487840395e+20,22.13,236.0,1.0994879827336196e-11,0.0719765789533205,0.01972813768449412,0.08396588491877839,0.6361103393598051,1.3143380972796874,0.9837050194266637,0.9515323912517961
IC4202,calibration_24,bulge_rich_hsb,28,7.097058437430144e+20,23.0,245.0,1.0406349920418894e-11,0.06794428401110734,0.018693353635819327,0.07959859493108455,0.6384531021039057,1.3152175152702912,0.9853385109397483,0.9533318892200286
IC4202,calibration_24,bulge_rich_hsb,29,7.276027737156644e+20,23.580000000000002,243.0,1.001399664914069e-11,0.06525608738296523,0.018003497603369466,0.07668706827262198,0.6415656282723932,1.316381721368555,0.9863816650612881,0.9546308214348913
IC4202,calibration_24,bulge_rich_hsb,30,7.723450986472892e+20,25.03,238.0,9.033113470945182e-12,0.05853559581260996,0.01627885752224481,0.06940825162646558,0.6447292802651589,1.317553992592055,0.9888273677329575,0.9572888808522726
IC4202,calibration_24,bulge_rich_hsb,31,7.99190493606264e+20,25.9,247.0,8.444583564027878e-12,0.0545033008703968,0.015244073473570017,0.06504096163877174,0.6469195110891703,1.318361897575877,0.9901824479875816,0.95880085685014
KK98-251,calibration_24,low_mass_dwarf,0,7.714193953728418e+18,0.25,4.25,3.541010140599924e-12,0.3475253830805907,0.3423844745048409,0.40789111790366,0.019740396965380106,0.33410632947900254,0.41726546685013594,0.13683179784815014
KK98-251,calibration_24,low_mass_dwarf,1,1.2651278084114604e+19,0.41,6.84,3.6235672121583692e-12,0.31249830069090395,0.3503372522483241,0.39841091001591245,0.03828381466373323,0.38182481968748366,0.4174002763821927,0.15552939378398606
KK98-251,calibration_24,low_mass_dwarf,2,1.758836221450079e+19,0.57,9.56,3.743362029974351e-12,0.29319855306529413,0.34312059293760516,0.38867486634232457,0.056244681158081324,0.43899490605354036,0.42851813817944195,0.18213301698531822
KK98-251,calibration_24,low_mass_dwarf,3,2.2834014103036117e+19,0.74,12.3,3.913956242348575e-12,0.2909854548410082,0.31780891453711024,0.3780327504953354,0.07308168425044263,0.5055660672609466,0.4542518878736553,0.2199954477572619
KK98-251,calibration_24,low_mass_dwarf,4,2.7771098233422303e+19,0.9,15.1,4.0745155010537264e-12,0.2889025388652096,0.29398615839546793,0.3680166414628751,0.0889053430800257,0.5661177907940563,0.48032631760131655,0.25762760981338584
KK98-251,calibration_24,low_mass_dwarf,5,3.301675012195763e+19,1.07,17.5,4.213929234336551e-12,0.28513898615455907,0.2720136488987322,0.3576194697428116,0.10421577807434634,0.6212131512226496,0.506900495031564,0.295027285730296
KK98-251,calibration_24,low_mass_dwarf,6,3.826240201049295e+19,1.24,19.7,4.320479223589881e-12,0.2797412783297453,0.253560571922668,0.3474804653544693,0.11819049654581704,0.6679114799445829,0.5316113505281593,0.32925221759830386
KK98-251,calibration_24,low_mass_dwarf,7,4.3199486140879135e+19,1.4,21.8,4.420761566416545e-12,0.2746610827299206,0.23619297006284296,0.3379378729889706,0.13136945915082093,0.7101556187870297,0.5561161517852857,0.3625609141998365
KK98-251,calibration_24,low_mass_dwarf,8,4.8445138029414466e+19,1.57,24.4,4.477003652636269e-12,0.26877453507207166,0.21960770170781718,0.32795449276913174,0.14341673331703678,0.7469593453968179,0.5813232498095546,0.3949572937779366
KK98-251,calibration_24,low_mass_dwarf,9,5.3073654401651515e+19,1.72,27.3,4.486371400017908e-12,0.2631893407609833,0.2064683078468853,0.31927016216107096,0.1548282512882482,0.7794325469542704,0.6027031109377985,0.4236254890866164
KK98-251,calibration_24,low_mass_dwarf,10,5.831930629018684e+19,1.89,30.3,4.496988180383767e-12,0.25685945387508324,0.1915769948044958,0.3094279208052687,0.16626576355930398,0.8110982447694453,0.6278280862373036,0.45520297155662487
KK98-251,calibration_24,low_mass_dwarf,11,6.356495817872216e+19,2.06,32.6,4.478576398428528e-12,0.2500422431183246,0.17828566382695277,0.2997269618044477,0.18419392633828116,0.8551175169926102,0.6517331982235942,0.4918291726584816
KK98-251,calibration_24,low_mass_dwarf,12,7.590766850468762e+19,2.46,33.3,4.3678015925316546e-12,0.23286936456434257,0.15072978338663517,0.27722947030077516,0.2044582773963339,0.9031829923837383,0.7052845802488573,0.5538610514699269
KK98-251,calibration_24,low_mass_dwarf,13,8.609040452360915e+19,2.79,34.6,4.215386807314959e-12,0.21806811827898032,0.132527049705926,0.2593649805122802,0.22107200043601757,0.9380922797463487,0.7441978115420166,0.6001445433301262
KK98-251,calibration_24,low_mass_dwarf,14,9.658170830067979e+19,3.13,34.2,4.0403667199339515e-12,0.2028799506786404,0.11569946126296626,0.24141896901951604,0.23614191697923215,0.9676148506252973,0.7816649868317598,0.6437285096622657
NGC0024,external_151,bulge_rich_hsb,0,6.47992292113187e+18,0.20999999999999996,17.4,4.7203182973949e-11,0.727686158355613,1.4969814136653836,0.6862221880052255,0.022761893149472447,0.33321490249692315,0.08871053253183636,0.02901568781404766
NGC0024,external_151,bulge_rich_hsb,1,9.874168260772375e+18,0.32,31.0,4.6439158059908726e-11,0.7017935160786661,1.4479306886341188,0.677399723017082,0.04423717020069915,0.3762889387359935,0.09252167238094613,0.03399908622732197
NGC0024,external_151,bulge_rich_hsb,2,1.3268413600412879e+19,0.43,36.1,4.5675133145868453e-11,0.6759008738017193,1.3988799636028537,0.6685772580289384,0.06452690031227752,0.41714240171679606,0.09659415478396415,0.03913507837856834
NGC0024,external_151,bulge_rich_hsb,3,1.6662658940053383e+19,0.54,46.0,4.491110823182818e-11,0.6500082315247723,1.3498292385715887,0.6597547930407949,0.08286635125603437,0.45416989694826887,0.10095337235966072,0.04428991152350607
NGC0024,external_151,bulge_rich_hsb,4,1.974833652154475e+19,0.64,58.0,4.421654012815521e-11,0.626469465818457,1.3052376703613477,0.6517343703243007,0.09947557345431798,0.48788232738378856,0.10518916548652626,0.049308088448891466
NGC0024,external_151,bulge_rich_hsb,5,2.2834014103036117e+19,0.74,63.4,4.3521972024482236e-11,0.6029307001121416,1.2606461021511068,0.6437139476078066,0.11607689821918271,0.5216748876158193,0.1097098145949849,0.05467201443477495
NGC0024,external_151,bulge_rich_hsb,6,2.622825944267662e+19,0.85,71.9,4.2757947110441963e-11,0.5770380578351947,1.211595377119842,0.6348914826196631,0.13259944206157784,0.5554677323811215,0.11504413977753729,0.060667465082261875
NGC0024,external_151,bulge_rich_hsb,7,2.962250478231712e+19,0.96,76.4,4.19939221964017e-11,0.5511454155582478,1.162544652088577,0.6260690176315196,0.1482984630765033,0.5877591838841941,0.12079728309402767,0.06698180868285357
NGC0024,external_151,bulge_rich_hsb,8,3.301675012195763e+19,1.07,78.1,4.1229897282361425e-11,0.5252527732813008,1.1134939270573119,0.617246552643376,0.16256236754251993,0.6174204533158348,0.1270163386718953,0.07353405062766599
NGC0024,external_151,bulge_rich_hsb,9,3.6102427703448994e+19,1.17,80.5,4.053532917868845e-11,0.5017140075749855,1.068902358847071,0.609226129926882,0.17618004819455432,0.6456992312024756,0.13311976532682984,0.08010575687896813
NGC0024,external_151,bulge_rich_hsb,10,3.94966730430895e+19,1.28,82.8,3.961184292718255e-11,0.48522131816194136,1.0181968647516313,0.5996403141048618,0.18915779565227958,0.6764337708342331,0.140735675630365,0.08810278878276173
NGC0024,external_151,bulge_rich_hsb,11,4.258235062458086e+19,1.38,85.6,3.850995510280933e-11,0.4856933016188561,0.9693784407796399,0.5896700278453133,0.20094665318873123,0.7096015375246065,0.14889518015627148,0.09700990610509375
NGC0024,external_151,bulge_rich_hsb,12,4.566802820607223e+19,1.48,88.0,3.7408067278436115e-11,0.4861652850757708,0.9205600168076483,0.5796997415857649,0.2127614184156095,0.7425751514349243,0.15781622646125376,0.10671333472026648
NGC0024,external_151,bulge_rich_hsb,13,4.906227354571274e+19,1.59,92.0,3.6195990671625576e-11,0.48668446687837696,0.8668597504384576,0.5687324267002615,0.2245459856815048,0.7765086465632135,0.16863086507789202,0.11817534458466426
NGC0024,external_151,bulge_rich_hsb,14,5.245651888535324e+19,1.7,92.4,3.498391406481504e-11,0.48720364868098315,0.8131594840692671,0.5577651118147582,0.2352626478807423,0.808460199619816,0.1806515046576125,0.13065161692911414
NGC0024,external_151,bulge_rich_hsb,15,5.554219646684461e+19,1.8,95.1,3.388202624044182e-11,0.48767563213789783,0.7643410600972756,0.5477948255552098,0.24550329544797733,0.8380614831541311,0.1927888942476206,0.14330920690465138
NGC0024,external_151,bulge_rich_hsb,16,5.893644180648511e+19,1.91,96.5,3.266994963363128e-11,0.488194813940504,0.710640793728085,0.5368275106697065,0.25573534736470716,0.8687687312548394,0.20768797398734082,0.1585769132458386
NGC0024,external_151,bulge_rich_hsb,17,6.2330687146125615e+19,2.02,101.0,3.1457873026820744e-11,0.4887139957431102,0.6569405273588944,0.5258601957842031,0.26549281171165173,0.8985196047727104,0.22448761437106005,0.1756404167147185
NGC0024,external_151,bulge_rich_hsb,18,6.572493248576612e+19,2.13,99.9,3.02457964200102e-11,0.4892331775457164,0.6032402609897038,0.5148928808986998,0.2743839964586986,0.9268196610296013,0.24354358891837372,0.1947653577949145
NGC0024,external_151,bulge_rich_hsb,19,6.881061006725748e+19,2.23,103.0,2.914390859563698e-11,0.4897051610026311,0.5544218370177123,0.5049225946391513,0.28289642326690995,0.9529065263808918,0.2631993746316481,0.21453453243700754
NGC0024,external_151,bulge_rich_hsb,20,7.220485540689799e+19,2.34,104.0,2.7931831988826443e-11,0.4902243428052373,0.5007215706485217,0.49395527975364795,0.2910328825872206,0.9797742373346934,0.2879072642340717,0.2390700140510405
NGC0024,external_151,bulge_rich_hsb,21,7.529053298838936e+19,2.44,107.0,2.6829944164453225e-11,0.490696326262152,0.4519031466765302,0.4839849934940995,0.298460688482177,1.004046932705243,0.3137605905276813,0.2647043277923455
NGC0024,external_151,bulge_rich_hsb,22,7.837621056988073e+19,2.54,107.0,2.597036902981914e-11,0.48591484770125504,0.42126687884529873,0.47486014445078556,0.3059518161549378,1.021464651328591,0.3332857279766587,0.28425061742497076
NGC0024,external_151,bulge_rich_hsb,23,8.177045590952123e+19,2.65,106.0,2.5215502863136828e-11,0.47652147525857436,0.4018738195008271,0.4654880523419,0.31348007490109203,1.0343059081631318,0.3483501733989446,0.29940969029477466
NGC0024,external_151,bulge_rich_hsb,24,8.516470124916172e+19,2.76,107.0,2.4460636696454514e-11,0.4671281028158936,0.38248076015635546,0.4561159602330145,0.4342813986841309,1.14801998327848,0.36435768693556714,0.33227720940836963
NGC0024,external_151,bulge_rich_hsb,25,2.1815740501143965e+20,7.069999999999999,104.0,6.9231824223953405e-12,0.17329513576313832,0.06297304937041204,0.19056888799948535,0.4835071076472141,1.2379066727567054,0.8928515307076602,0.8438357877447569
NGC0024,external_151,bulge_rich_hsb,26,2.6197402666861707e+20,8.49,106.0,4.92803777157432e-12,0.13035727858084414,0.04671741860932973,0.15027576496792416,0.5004947172610513,1.2483922955565623,0.9344004551172372,0.8862568246645869
NGC0024,external_151,bulge_rich_hsb,27,3.057906483257945e+20,9.91,109.0,3.648856520996827e-12,0.10246062535018913,0.03684749038372093,0.12226580283390479,0.5132450297815172,1.2557914663569543,0.9568902933849455,0.9098063850304152
NGC0024,external_151,bulge_rich_hsb,28,3.477558634340771e+20,11.27,110.0,2.839016747890082e-12,0.08387435170223814,0.03021963452659586,0.10239081584389642,0.5232170144157837,1.261430246109808,0.9699865497525879,0.9239381465320472
NGC0055,external_151,low_mass_dwarf,0,3.795383425234381e+19,1.23,28.7,1.0110664511210012e-11,0.32465898425522044,0.3140981257777524,0.3894100677880697,0.06829164085612022,0.5096269859716788,0.4498163058025862,0.2194436346221985
NGC0055,external_151,low_mass_dwarf,1,5.677646749944116e+19,1.84,37.6,1.036005814642943e-11,0.29499841457095277,0.31296758336282415,0.3780137275459669,0.12666240518824884,0.6768730180105882,0.4580725238883821,0.28691761800216264
NGC0055,external_151,low_mass_dwarf,2,7.590766850468762e+19,2.46,43.1,1.0773430465081635e-11,0.2911727795728214,0.28868316181559,0.36664374325516014,0.1766906365468361,0.8091185025185758,0.4858050790653351,0.3515669833249719
NGC0055,external_151,low_mass_dwarf,3,9.473030175178496e+19,3.07,50.1,1.118013548827171e-11,0.28740884836498237,0.2647904244868596,0.35545714580775356,0.2196745971456657,0.9035342519246661,0.5151408962352558,0.40465293026802335
NGC0055,external_151,low_mass_dwarf,4,1.1355293499888232e+20,3.68,58.1,1.1520153821868012e-11,0.2826451884629004,0.24291894670691544,0.34436378390442346,0.2575357989900866,0.9736293360773299,0.5445066455056621,0.45026993567240203
NGC0055,external_151,low_mass_dwarf,5,1.3268413600412878e+20,4.3,64.6,1.1720450467848891e-11,0.2756252448956636,0.22509280402499188,0.33329170353405435,0.2908378682213762,1.0257677602079531,0.5713581666943022,0.4885754994593846
NGC0055,external_151,low_mass_dwarf,6,1.5150676925122612e+20,4.91,68.5,1.1917516522765562e-11,0.26871852622467257,0.2075541797734219,0.32239820510514283,0.3200972619147226,1.066748252961371,0.5991069890198125,0.5245988247395044
NGC0055,external_151,low_mass_dwarf,7,1.7032940249832345e+20,5.52,72.3,1.1979869893460224e-11,0.2614099039217285,0.19171099490326865,0.31164599735001713,0.34637934432896944,1.0996994598968923,0.6259939053533516,0.557805012726581
NGC0055,external_151,low_mass_dwarf,8,1.8946060350356993e+20,6.14,74.2,1.1893212766178723e-11,0.25353385861215905,0.1774963364007664,0.30087488264003676,0.36989464487421975,1.1264021414859804,0.6518726796302187,0.5885571189949312
NGC0055,external_151,low_mass_dwarf,9,2.082832367506673e+20,6.75,78.9,1.1807953334498535e-11,0.24578484629145364,0.16351094658378834,0.29027749558666893,0.3910318131221798,1.1488661937765527,0.678133690021511,0.6186615065062832
NGC0055,external_151,low_mass_dwarf,10,2.2741443775591376e+20,7.37,82.4,1.161654528167652e-11,0.23743568742208299,0.15130546995423144,0.27971710219716,0.4101003522997356,1.1674701090868236,0.7026284676016167,0.6462499886866336
NGC0055,external_151,low_mass_dwarf,11,2.4623707100301112e+20,7.98,84.3,1.1370772272484493e-11,0.22896170632748658,0.14039882114726637,0.2694426109352361,0.4272359993841639,1.1830721370977684,0.725534478881945,0.6716794334850197
NGC0055,external_151,low_mass_dwarf,12,2.6505970425010844e+20,8.59,85.4,1.1124999263292468e-11,0.22048772523289017,0.12949217234030136,0.25916811967331216,0.44292856110281176,1.1968161046079193,0.7487258026056571,0.6969743652507745
NGC0055,external_151,low_mass_dwarf,13,2.8419090525535493e+20,9.21,85.3,1.0810447244220045e-11,0.21179801994366,0.12029109631828896,0.24908938759343313,0.4572212716256797,1.2084351135601812,0.7694483721018315,0.7194822575784533
NGC0055,external_151,low_mass_dwarf,14,3.0301353850245225e+20,9.82,86.8,1.0484898519559577e-11,0.20322940878693682,0.11170610185957774,0.2392636039654727,0.47017259821834345,1.2185330523628057,0.7890965509894718,0.7406414742041109
NGC0055,external_151,low_mass_dwarf,15,3.218361717495496e+20,10.43,85.4,1.0159349794899107e-11,0.19466079763021363,0.1031211074008665,0.22943782033751228,0.4821194825247704,1.2276327229714823,0.8086697018580805,0.7615201570912419
NGC0055,external_151,low_mass_dwarf,16,3.409673727547961e+20,11.05,85.4,9.798786556028315e-12,0.18625596149196033,0.096117496227864,0.2199966467608172,0.49307949761600667,1.2354079449266562,0.8254535069321322,0.7794613427821341
NGC0055,external_151,low_mass_dwarf,17,3.5979000600189344e+20,11.660000000000002,86.2,9.442664413408107e-12,0.17800077746506798,0.0893066018840239,0.2107330222587971,0.5031516426692669,1.2423970954449883,0.8416102182989481,0.7966344412595616
